1;arms_factory;2947.00;13.50;1366.00;4.22;0
1;arms_factory;2951.00;11.00;1358.00;0.60;0
1;arms_factory;2951.00;11.00;1358.00;4.72;0
1;arms_factory;2949.00;9.73;1373.00;5.93;0
1;arms_factory;2949.00;9.73;1373.00;2.66;0
1;arms_factory;2946.00;10.73;1371.00;0.50;0
1;industrial_complex;2953.00;10.60;1366.00;1.71;0
1;industrial_complex;2953.00;10.60;1366.00;4.72;0
1;industrial_complex;2943.00;10.35;1366.00;1.11;0
1;industrial_complex;2945.00;11.82;1367.00;3.78;0
1;industrial_complex;2948.00;10.95;1359.00;0.16;0
1;industrial_complex;2950.00;10.07;1372.00;3.17;0
1;air_base;2947.00;11.32;1362.00;4.38;0
1;naval_base;2950.00;9.55;1353.00;-0.79;5579
1;naval_base;2941.00;9.50;1365.00;-1.19;5579
1;naval_base;2954.00;9.93;1368.00;0.98;5579
1;bunker;2948.00;13.68;1366.00;4.29;0
1;bunker;2951.00;10.57;1371.00;0.67;0
1;bunker;2948.00;10.73;1358.00;4.79;0
1;coastal_bunker;2943.00;9.50;1358.00;-0.79;0
1;coastal_bunker;2953.00;9.78;1372.00;0.98;0
1;coastal_bunker;2943.00;9.50;1362.00;-1.19;0
1;dockyard;2944.00;9.53;1358.00;-0.79;0
1;anti_air_building;2953.00;10.60;1366.00;3.34;0
1;anti_air_building;2953.00;10.55;1368.00;1.17;0
1;anti_air_building;2945.00;11.82;1367.00;2.38;0
1;synthetic_refinery;2945.00;11.82;1367.00;5.40;0
1;fuel_silo;2949.00;12.00;1360.00;3.24;0
1;radar_station;2948.00;13.38;1365.00;3.71;0
1;rocket_site;2948.00;12.05;1362.00;2.29;0
1;nuclear_reactor;2949.00;10.15;1355.00;3.85;0
2;arms_factory;3000.00;10.23;1370.00;4.72;0
2;arms_factory;3016.00;11.95;1358.00;5.93;0
2;arms_factory;2995.00;9.75;1364.00;2.66;0
2;arms_factory;3011.00;10.82;1356.00;0.50;0
2;arms_factory;3006.00;10.23;1358.00;1.71;0
2;arms_factory;2995.00;10.48;1370.00;4.72;0
2;industrial_complex;3000.00;9.57;1356.00;1.11;0
2;industrial_complex;3005.00;10.28;1364.00;3.78;0
2;industrial_complex;3012.00;9.70;1350.00;0.16;0
2;industrial_complex;3017.00;12.65;1362.00;3.17;0
2;industrial_complex;3023.00;11.48;1354.00;4.38;0
2;industrial_complex;3000.00;10.23;1370.00;2.22;0
2;air_base;3021.00;10.50;1352.00;4.89;0
2;naval_base;2988.00;9.50;1367.00;-0.90;5579
2;naval_base;3003.00;9.50;1353.00;-0.46;5656
2;naval_base;2993.00;9.50;1361.00;-0.93;5656
2;naval_base;3013.00;9.50;1348.00;0.32;1452
2;naval_base;3022.00;9.50;1346.00;0.17;1452
2;bunker;2992.00;9.73;1368.00;2.73;0
2;bunker;2995.00;9.70;1363.00;5.40;0
2;bunker;3016.00;11.00;1355.00;0.67;0
2;bunker;3013.00;12.32;1364.00;3.34;0
2;bunker;3002.00;9.68;1355.00;1.17;0
2;bunker;3016.00;9.65;1349.00;2.38;0
2;bunker;3003.00;10.70;1372.00;5.40;0
2;coastal_bunker;3021.00;9.50;1347.00;0.17;0
2;coastal_bunker;2993.00;9.50;1361.00;-0.93;0
2;coastal_bunker;3012.00;9.50;1348.00;0.32;0
2;coastal_bunker;2988.00;9.50;1367.00;-0.90;0
2;coastal_bunker;3001.00;9.50;1354.00;-0.46;0
2;dockyard;3018.00;9.50;1348.00;0.32;0
2;anti_air_building;3018.00;11.65;1357.00;0.74;0
2;anti_air_building;2996.00;11.23;1373.00;2.29;0
2;anti_air_building;3009.00;10.80;1358.00;4.96;0
2;synthetic_refinery;2998.00;10.40;1370.00;1.34;0
2;fuel_silo;3013.00;10.28;1352.00;4.36;0
2;radar_station;3006.00;10.45;1362.00;5.42;0
2;rocket_site;3015.00;9.93;1350.00;3.41;0
2;nuclear_reactor;3004.00;10.88;1372.00;1.24;0
3;arms_factory;2933.00;15.30;1445.00;2.66;0
3;arms_factory;2929.00;14.15;1453.00;0.50;0
3;arms_factory;2923.00;16.25;1437.00;1.71;0
3;arms_factory;2927.00;16.08;1442.00;4.72;0
3;arms_factory;2917.00;10.98;1447.00;1.11;0
3;arms_factory;2914.00;10.25;1459.00;3.78;0
3;industrial_complex;2929.00;12.50;1460.00;0.16;0
3;industrial_complex;2907.00;9.50;1447.00;3.17;0
3;industrial_complex;2921.00;11.23;1457.00;4.38;0
3;industrial_complex;2934.00;16.15;1451.00;2.22;0
3;industrial_complex;2924.00;15.70;1441.00;4.89;0
3;industrial_complex;2931.00;13.78;1457.00;0.16;0
3;air_base;2927.00;14.73;1447.00;4.29;0
3;bunker;2928.00;13.43;1458.00;0.67;0
3;bunker;2915.00;10.40;1443.00;4.79;0
3;bunker;2903.00;10.05;1446.00;4.89;0
3;bunker;2915.00;10.10;1454.00;2.73;0
3;bunker;2919.00;12.55;1443.00;5.40;0
3;bunker;2923.00;15.98;1440.00;0.67;0
3;bunker;2916.00;11.85;1452.00;3.34;0
3;bunker;2934.00;15.30;1453.00;1.17;0
3;bunker;2926.00;14.85;1450.00;2.38;0
3;bunker;2936.00;15.13;1447.00;5.40;0
3;bunker;2918.00;10.40;1460.00;3.24;0
3;anti_air_building;2909.00;10.18;1453.00;4.45;0
3;anti_air_building;2931.00;14.55;1453.00;2.29;0
3;anti_air_building;2924.00;14.50;1453.00;3.85;0
3;synthetic_refinery;2915.00;9.95;1445.00;0.23;0
3;fuel_silo;2917.00;10.48;1460.00;2.90;0
3;radar_station;2918.00;13.10;1451.00;4.01;0
3;rocket_site;2914.00;10.80;1442.00;2.29;0
3;nuclear_reactor;2913.00;10.98;1451.00;4.96;0
4;arms_factory;3049.00;11.48;1456.00;1.71;0
4;arms_factory;3054.00;10.35;1492.00;4.72;0
4;arms_factory;3063.00;10.43;1467.00;1.11;0
4;arms_factory;3056.00;11.70;1485.00;3.78;0
4;arms_factory;3069.00;9.78;1481.00;0.16;0
4;arms_factory;3050.00;10.68;1459.00;3.17;0
4;industrial_complex;3042.00;13.48;1458.00;4.38;0
4;industrial_complex;3051.00;12.65;1467.00;2.22;0
4;industrial_complex;3070.00;9.70;1477.00;4.89;0
